date,v,n,value
1998-12-24,396.0,6713.0,Hedgehog stimulates maturation of Cubitus interruptus into a labile transcriptional activator
1998-12-24,396.0,6713.0,"Local calcium signalling by inositol-1,4,5-trisphosphate in Purkinje cell dendrites"
1998-12-24,396.0,6713.0,A new class of synaptic response involving calcium release in dendritic spines
1998-12-17,396.0,6712.0,Setting a bad example on AIDS
1998-12-17,396.0,6712.0,Protest in Paris
1998-12-17,396.0,6712.0,More foreign research students stay in US to cash in on boom
1998-12-17,396.0,6712.0,UN stands up for East German scientists
1998-12-17,396.0,6712.0,Budget block on US bid to rejoin Unesco...
1998-12-17,396.0,6712.0,... as Australian minister hits out at agency over heritage sites
1998-12-17,396.0,6712.0,France's scientists rally to oppose Allègre's reforms
1998-12-17,396.0,6712.0,UK set to back industrial spin-offs from research
1998-12-17,396.0,6712.0,Claims of hidden agenda on French waste
1998-12-17,396.0,6712.0,Search hopes to detect laser signals from extraterrestrial life
1998-12-17,396.0,6712.0,European physicists split on new magnet
1998-12-17,396.0,6712.0,German standstill as fewer chairs available
1998-12-17,396.0,6712.0,Italy backs Third World science body ...
1998-12-17,396.0,6712.0,... as African women get research career boost
1998-12-17,396.0,6712.0,Israeli industry asks for boost to R&D
1998-12-17,396.0,6712.0,News in Brief
1998-12-17,396.0,6712.0,"Correction:  Japanese science ministry expects large funding
boost"
1998-12-17,396.0,6712.0,Protest at Nobel omission of Moncada
1998-12-17,396.0,6712.0,Bitter pill to swallow over medical education
1998-12-17,396.0,6712.0,Benchmarking international research
1998-12-17,396.0,6712.0,C-quest in the Amazon Basin
1998-12-17,396.0,6712.0,Genome sequencing:  The worm revealed
1998-12-17,396.0,6712.0,Biomechanics:  The quirks of jerks
1998-12-17,396.0,6712.0,Structural biology:  The ABC of a versatile engine
1998-12-17,396.0,6712.0,Antigen presentation:  A protease draws first blood
1998-12-17,396.0,6712.0,Superconductivity:  An analogue of superfluid 3He
1998-12-17,396.0,6712.0,100 and 50 years ago
1998-12-17,396.0,6712.0,Atmospheric chemistry:  Smelly cats
1998-12-17,396.0,6712.0,Apoptosis:  Death deceiver
1998-12-17,396.0,6712.0,Immunology:  The thymus in the age of retirement
1998-12-17,396.0,6712.0,Daedalus:  Boxing the compass
1998-12-17,396.0,6712.0,Obituary:  Nicholas Kurti (1908-98)
1998-12-17,396.0,6712.0,Stilled splashes
1998-12-17,396.0,6712.0,Do all freshwater eels migrate?
1998-12-17,396.0,6712.0,Trick or treat from food endocannabinoids?
1998-12-17,396.0,6712.0,Reply:  Trick or treat from food endocannabinoids?
1998-12-17,396.0,6712.0,Honeybees link sights to smells
1998-12-17,396.0,6712.0,Immobile plasticizer in flexible PVC
1998-12-17,396.0,6712.0,The secret life of the Neanderthal
1998-12-17,396.0,6712.0,An army of zombies
1998-12-17,396.0,6712.0,Knowing your roots
1998-12-17,396.0,6712.0,Far beneath in the abysmal sea
1998-12-17,396.0,6712.0,The cosmic rain
1998-12-17,396.0,6712.0,Genetic instabilities in human cancers
1998-12-17,396.0,6712.0,Coexisting conical bipolar and equatorial outflows from a high-mass protostar
1998-12-17,396.0,6712.0,Experimental observation of relativistic nonlinear Thomson scattering
1998-12-17,396.0,6712.0,Electrostatically driven charge-ordering in Fe2OBO3
1998-12-17,396.0,6712.0,Spin-triplet superconductivity in Sr2RuO4 identified by 17O Knight shift
1998-12-17,396.0,6712.0,Polysaccharide elasticity governed by chair–boat transitions of the glucopyranose ring
1998-12-17,396.0,6712.0,Effect of interannual climate variability on carbon storage in Amazonian ecosystems
1998-12-17,396.0,6712.0,Ratios of ferrous to ferric iron from nanometre-sized areas in minerals
1998-12-17,396.0,6712.0,Mice lacking melanin-concentrating hormone are hypophagic and lean
1998-12-17,396.0,6712.0,GABAB receptors function as a heteromeric assembly of the subunits GABABR1 and GABABR2
1998-12-17,396.0,6712.0,Heterodimerization is required for the formation of a functional GABAB receptor
1998-12-17,396.0,6712.0,GABAB-receptor subtypes assemble into functional heteromeric complexes
1998-12-17,396.0,6712.0,Moderate loss of function of cyclic-AMP-modulated KCNQ2/KCNQ3 K+ channels causes epilepsy
1998-12-17,396.0,6712.0,Changes in thymic function with age and during the treatment of HIV infection
1998-12-17,396.0,6712.0,An asparaginyl endopeptidase processes a microbial antigen for class II MHC presentation
1998-12-17,396.0,6712.0,Genomic amplification of a decoy receptor for Fas ligand in lung and colon cancer
1998-12-17,396.0,6712.0,Crystal structure of the ATP-binding subunit of an ABC transporter
1998-12-17,396.0,6712.0,Erratum: Visible viruses
1998-12-17,396.0,6712.0,"Correction: Crystal structure of a bacterial
signal peptidase in complex with a -lactam inhibitor"
1998-12-10,396.0,6711.0,Time to take the plunge at Yucca Mountain
1998-12-10,396.0,6711.0,Patent on gene fragment sends researchers a mixed message...
1998-12-10,396.0,6711.0,... as Germany hesitates over Brussels directive
1998-12-10,396.0,6711.0,Planned US nuclear repository 'at risk' ...
1998-12-10,396.0,6711.0,... as review board asks DoE to think again
1998-12-10,396.0,6711.0,Resignations hit French science reforms
1998-12-10,396.0,6711.0,Japanese industry defies recession to spend more on research
1998-12-10,396.0,6711.0,Mixed reaction to New Zealand reforms
1998-12-10,396.0,6711.0,UK minister says sorry for science past
1998-12-10,396.0,6711.0,Monsanto set to back down over 'terminator' gene?
1998-12-10,396.0,6711.0,Brazil's scientists fear ministry merger
1998-12-10,396.0,6711.0,"Allow cloning in embryo research, says UK report"
1998-12-10,396.0,6711.0,US scientists may boycott AIDS congress
1998-12-10,396.0,6711.0,Palaeontologists divided over 'stay at home' policy for fossils
1998-12-10,396.0,6711.0,Animal rights activists turn the screw
1998-12-10,396.0,6711.0,News in Brief
1998-12-10,396.0,6711.0,No room for complacency over climate
1998-12-10,396.0,6711.0,Open up review system
1998-12-10,396.0,6711.0,Whose law for sharing research tools?
1998-12-10,396.0,6711.0,Relativity and relativism: who's confused?
1998-12-10,396.0,6711.0,Put a match to pyre review
1998-12-10,396.0,6711.0,Pull off those price tags
1998-12-10,396.0,6711.0,The world needs more than protests
1998-12-10,396.0,6711.0,Twenty-eight ways to build a solar system
1998-12-10,396.0,6711.0,Membrane fusion:  Ready ... aim ... fire!
1998-12-10,396.0,6711.0,Volcanology:  Remote prospects
1998-12-10,396.0,6711.0,100 and 50 years ago
1998-12-10,396.0,6711.0,Molecular evolution:  A hydrogen-producing mitochondrion
1998-12-10,396.0,6711.0,Nonlinear physics:  Universality of turbulence
1998-12-10,396.0,6711.0,Ocean geochemistry:  Carbon dioxide uptake at sea
1998-12-10,396.0,6711.0,Palaeontology:  The face of Cinderella
1998-12-10,396.0,6711.0,Evolutionary biology:  A plastic genome
1998-12-10,396.0,6711.0,Materials science:  A precious stone that isn't
1998-12-10,396.0,6711.0,Biophysics:  The A to Z of DNA
1998-12-10,396.0,6711.0,Daedalus:  Vegetable electricity
1998-12-10,396.0,6711.0,Kendrew constructs; Geis gazes
1998-12-10,396.0,6711.0,A hydrogenosome with a genome
1998-12-10,396.0,6711.0,Did dinosaurs come up to scratch?
1998-12-10,396.0,6711.0,Increased summertime heat stress in the US
1998-12-10,396.0,6711.0,p53 polymorphism and risk of cervical cancer
1998-12-10,396.0,6711.0,p53 polymorphism and risk of cervical cancer
1998-12-10,396.0,6711.0,p53 polymorphism and risk of cervical cancer
1998-12-10,396.0,6711.0,p53 polymorphism and risk of cervical cancer
1998-12-10,396.0,6711.0,The riches found in a prospector's pan
1998-12-10,396.0,6711.0,Bubbling bauble
1998-12-10,396.0,6711.0,Casting out the printers' devils
1998-12-10,396.0,6711.0,Roaming the landscape
1998-12-10,396.0,6711.0,The splendour of Yellowstone
1998-12-10,396.0,6711.0,Quantum non-demolition measurements in optics
1998-12-10,396.0,6711.0,Defining the functions of trans-SNARE pairs
1998-12-10,396.0,6711.0,Galaxy disruption as the origin of intracluster light in the Coma cluster of galaxies
1998-12-10,396.0,6711.0,Universality of rare fluctuations in turbulence and critical phenomena
1998-12-10,396.0,6711.0,Observation of 'third sound' in superfluid 3He
1998-12-10,396.0,6711.0,Monochromatic electron emission from the macroscopic quantum state of a superconductor
1998-12-10,396.0,6711.0,Quantification of decadal anthropogenic CO2 uptake in the ocean based on dissolved inorganic carbon measurements
1998-12-10,396.0,6711.0,"Passive infrared spectroscopy of the eruption plume at Popocatépetl volcano, Mexico"
1998-12-10,396.0,6711.0,Remote measurements of volcanic gas compositions by solar occultation spectroscopy
1998-12-10,396.0,6711.0,Roots exert a strong influence on the temperature sensitivityof soil respiration
1998-12-10,396.0,6711.0,Selective sweep of a newly evolved sperm-specific gene in Drosophila
1998-12-10,396.0,6711.0,Ca2+/calmodulin signals the completion of docking and triggers a late step of vacuole fusion
1998-12-10,396.0,6711.0,Control of apoptosis and mitotic spindle checkpoint by survivin
1998-12-10,396.0,6711.0,Calcium promotes cell survival through CaM-K kinase activation of the protein-kinase-B pathway
1998-12-10,396.0,6711.0,Decoupling of nucleotide- and microtubule-binding sites in a kinesin mutant
1998-12-10,396.0,6711.0,Identification of the receptor component of the IB–ubiquitin ligase
1998-12-10,396.0,6711.0,Regulation of activity of the transcription factor GATA-1 by acetylation
1998-12-10,396.0,6711.0,Cell biology smorgasbord
1998-12-03,396.0,6710.0,When payment by results is a sensible approach
1998-12-03,396.0,6710.0,Will we see their like again?
1998-12-03,396.0,6710.0,Iceland poised to sell exclusive rights to national health data
1998-12-03,396.0,6710.0,Germany's rectors call for pay by results
1998-12-03,396.0,6710.0,Software fix for Galileo may salvage data
1998-12-03,396.0,6710.0,Indian farmers burn transgenic cotton crop in field trial
1998-12-03,396.0,6710.0,Moscow scientists reject funding deal and plan more protests
1998-12-03,396.0,6710.0,Richter quits as director of Stanford accelerator lab
1998-12-03,396.0,6710.0,Anger over French synchrotron decision
1998-12-03,396.0,6710.0,Reprieve on the cards for reform to Italian research council
1998-12-03,396.0,6710.0,Rescued satellite to get more managers
1998-12-03,396.0,6710.0,Uruguay responds to scientists' protest
1998-12-03,396.0,6710.0,Research heads seek European platform
1998-12-03,396.0,6710.0,Australia's basic research faces shake-up
1998-12-03,396.0,6710.0,Japan split over US aid for spy satellites
1998-12-03,396.0,6710.0,Exploring the mind in the Millennium Dome
1998-12-03,396.0,6710.0,News in brief
1998-12-03,396.0,6710.0,Whistle-blower's charter on the way
1998-12-03,396.0,6710.0,It will take more than notebooks to stop fraud
1998-12-03,396.0,6710.0,Time to bury misleading myth about careers
1998-12-03,396.0,6710.0,An oblique view of climate
1998-12-03,396.0,6710.0,Developmental biology:  Attractive genetics
1998-12-03,396.0,6710.0,Particle physics:  Time's broken arrow
1998-12-03,396.0,6710.0,Population biology:  The voles of Hokkaido
1998-12-03,396.0,6710.0,Transcription:  A lesson in sharing?
1998-12-03,396.0,6710.0,Zoology:  A saola poses for the camera
1998-12-03,396.0,6710.0,100 and 50 years ago
1998-12-03,396.0,6710.0,Solar system:  Circular problems
1998-12-03,396.0,6710.0,Excitatory synapses:  Is bigger better?
1998-12-03,396.0,6710.0,Ocean chemistry:  Iron and brimstone
1998-12-03,396.0,6710.0,Optics:  A photonic crystal fibre
1998-12-03,396.0,6710.0,"Signal transduction:  New exchange, new target"
1998-12-03,396.0,6710.0,Erratum:  Strategies for cutting carbon
1998-12-03,396.0,6710.0,Daedalus:  Watch this space
1998-12-03,396.0,6710.0,Obituary:  Jürgen Aschoff (1913-98)
1998-12-03,396.0,6710.0,Julesz's joyfulness
1998-12-03,396.0,6710.0,Marine incursion into South America
1998-12-03,396.0,6710.0,Protease helps yeast find mating partners
1998-12-03,396.0,6710.0,Robust dinosaur phylogeny?
1998-12-03,396.0,6710.0,Moving ahead through differential visual latency
1998-12-03,396.0,6710.0,Assimilating shocks to the system
1998-12-03,396.0,6710.0,Charting the stormy seas of AI
1998-12-03,396.0,6710.0,Heisenberg revisited
1998-12-03,396.0,6710.0,The science of patterns?
1998-12-03,396.0,6710.0,New in paperback
1998-12-03,396.0,6710.0,The vertebrate track record
1998-12-03,396.0,6710.0,Enhanced long-term potentiation and impaired learning in mice with mutant postsynaptic density-95 protein
1998-12-03,396.0,6710.0,Counter-streaming gas flows in solar prominences as evidence for vertical magnetic fields
1998-12-03,396.0,6710.0,Temperature-induced magnetization reversal in a YVO3 single crystal
1998-12-03,396.0,6710.0,Spontaneous ordering of bimodal ensembles of nanoscopic gold clusters
1998-12-03,396.0,6710.0,Selective amplification by auto- and cross-catalysis in a replicating peptide system
1998-12-03,396.0,6710.0,A new model for Proterozoic ocean chemistry
1998-12-03,396.0,6710.0,Low-latitude glaciation and rapid changes in the Earth's obliquity explained by obliquity–oblateness feedback
1998-12-03,396.0,6710.0,Asymmetric sea-floor spreading caused by ridge–plume interactions
1998-12-03,396.0,6710.0,Implications of Deltatheridium specimens for early marsupial history
1998-12-03,396.0,6710.0,A role of Ultrabithorax in morphological differences between Drosophila species
1998-12-03,396.0,6710.0,HMG-CoA reductase guides migrating primordial germ cells
1998-12-03,396.0,6710.0,Gain control of NMDA-receptor currents by intracellular sodium
1998-12-03,396.0,6710.0,Epac is a Rap1 guanine-nucleotide-exchange factor directly activated by cyclic AMP
1998-12-03,396.0,6710.0,Functional interaction between InsP3 receptors and store-operated Htrp3 channels
1998-12-03,396.0,6710.0,The receptor Msn5 exports the phosphorylated transcription factor Pho4 out of the nucleus
1998-12-03,396.0,6710.0,Crystal structure of the ligand-binding domain of the receptor tyrosine kinase EphB2
1998-12-03,396.0,6710.0,Erratum:  Smad3 and Smad4 cooperate with c-Jun/c-Fos to mediate TFG--induced transcription
1998-12-03,396.0,6710.0,Geoscientists are not just rock stars
1998-12-03,396.0,6710.0,Encouraging education and outreach initiatives
1998-12-03,396.0,6710.0,Problem solving for the whole Earth
1998-12-03,396.0,6710.0,A risk proposition
1998-12-03,396.0,6710.0,Water and welfare: hydrology options
1998-11-26,396.0,6709.0,Rewriting the rules for a post-Cold War world
1998-11-26,396.0,6709.0,Personal computers spur drive to keep control over copyright
1998-11-26,396.0,6709.0,Germany restores funds to grant agencies
1998-11-26,396.0,6709.0,Framework deal boosts life sciences...
1998-11-26,396.0,6709.0,...but nuclear work and fusion research lose out
1998-11-26,396.0,6709.0,Radical changes urged in UK curriculum
1998-11-26,396.0,6709.0,'Soft option' for women gets sharp riposte
1998-11-26,396.0,6709.0,NSF board is urged to act more openly...
1998-11-26,396.0,6709.0,...as head seeks to spread the word on grants
1998-11-26,396.0,6709.0,French supplies law threatens research
1998-11-26,396.0,6709.0,Human genome declaration looks set for United Nations approval
1998-11-26,396.0,6709.0,South African official quits ministry post
1998-11-26,396.0,6709.0,Budget cuts mean tough times ahead for Brazilian researchers
1998-11-26,396.0,6709.0,'Science summit' sets ambitious agenda
1998-11-26,396.0,6709.0,Indian anger at promotion 'caste system'
1998-11-26,396.0,6709.0,News in Brief
1998-11-26,396.0,6709.0,Back on track: the rebirth of human genetics in China
1998-11-26,396.0,6709.0,Mining a rich seam of genetic diversity
1998-11-26,396.0,6709.0,A crash course in ethical behaviour
1998-11-26,396.0,6709.0,Growing pains of a genomics industry
1998-11-26,396.0,6709.0,Combat climate change by reducing fertility
1998-11-26,396.0,6709.0,Radical reform needed to aid junior scientists
1998-11-26,396.0,6709.0,Cryptic clues revealed
1998-11-26,396.0,6709.0,100 and 50 years ago
1998-11-26,396.0,6709.0,Eruption dynamics:  Rumbling geysers (and volcanoes)
1998-11-26,396.0,6709.0,Electron microscopy:  Do not adjust your set
1998-11-26,396.0,6709.0,Neuropharmacology:  Cheap date
1998-11-26,396.0,6709.0,Ecology:  Nutrient consequences of salmon spread
1998-11-26,396.0,6709.0,Palaeomagnetism:  Ancient inclinations
1998-11-26,396.0,6709.0,Muscle:  Support for the lever arm
1998-11-26,396.0,6709.0,Daedalus:  Fat is a feminist issue
1998-11-26,396.0,6709.0,Graphic gropings
1998-11-26,396.0,6709.0,Is beauty in the eye of the beholder?
1998-11-26,396.0,6709.0,A developmental model for thalidomide defects
1998-11-26,396.0,6709.0,Mistakes not necessary for Müllerian mimicry
1998-11-26,396.0,6709.0,Encapsulated C60 in carbon nanotubes
1998-11-26,396.0,6709.0,How does xenon produce anaesthesia?
1998-11-26,396.0,6709.0,When is a dog a DOG?
1998-11-26,396.0,6709.0,Masks of madness
1998-11-26,396.0,6709.0,When maps cost lives
1998-11-26,396.0,6709.0,"To party, or don the anorak?"
1998-11-26,396.0,6709.0,"The relationship between liquid, supercooled and glassy water"
1998-11-26,396.0,6709.0,Hsp90 as a capacitor for morphological evolution
1998-11-26,396.0,6709.0,Protostellar jets irradiated by massive stars
1998-11-26,396.0,6709.0,Spin domains in ground-state Bose–Einstein condensates
1998-11-26,396.0,6709.0,Observation of smectic and moving-Bragg-glass phases in flowing vortex lattices
1998-11-26,396.0,6709.0,A multiwavelength semiconductor laser
1998-11-26,396.0,6709.0,Delaminated zeolite precursors as selective acidic catalysts
1998-11-26,396.0,6709.0,Spontaneous movement of ions through calcite at standard temperature and pressure
1998-11-26,396.0,6709.0,"Large variations in vent fluid CO2/3He ratios signal rapid changes in magma chemistry at Loihi seamount, Hawaii"
1998-11-26,396.0,6709.0,Neuronal synchrony does not represent texture segregation
1998-11-26,396.0,6709.0,Ethanol consumption and resistance are inversely related to neuropeptide Y levels
1998-11-26,396.0,6709.0,Control of neural crest cell fate by the Wnt signalling pathway
1998-11-26,396.0,6709.0,Proto-oncogene PML controls genes devoted to MHC class I antigen presentation
1998-11-26,396.0,6709.0,Interdomain communication regulating ligand binding by PPAR-
1998-11-26,396.0,6709.0,Swing of the lever arm of a myosin motor at the isomerization and phosphate-release steps
1998-11-26,396.0,6709.0,Elastic bending and active tilting of myosin heads during muscle contraction
1998-11-26,396.0,6709.0,New pathway to polyketides in plants
1998-11-26,396.0,6709.0,erratum:  Crystal structure of the complex of the cyclin D-dependent kinase Cdk6 bound to the cell-cycle inhibitor p19INK4d
1998-11-26,396.0,6709.0,retraction:  Identification and role of adenylyl cyclase in auxin signalling in higher plants
1998-11-26,396.0,6709.0,Molecular synthesis and amplification
1998-11-19,396.0,6708.0,Maintaining a global vision
1998-11-19,396.0,6708.0,Pie in the sky
1998-11-19,396.0,6708.0,US researchers push network of massive spectrometers
1998-11-19,396.0,6708.0,Climate conference agrees action plan
1998-11-19,396.0,6708.0,Interdisciplinary research 'being stifled'
1998-11-19,396.0,6708.0,NSF boss champions need for teamworking
1998-11-19,396.0,6708.0,NIH promises funds to help biologists to use beamlines
1998-11-19,396.0,6708.0,European reactor accepts US demands on fuel shift
1998-11-19,396.0,6708.0,Berlin university shakes off radical past...
1998-11-19,396.0,6708.0,... and hopes for the gift of a new home
1998-11-19,396.0,6708.0,Economic package will boost R&D infrastructure
1998-11-19,396.0,6708.0,Private deal puts Japanese researcher in hot water
1998-11-19,396.0,6708.0,Cannabis laws 'threaten validity of trials'
1998-11-19,396.0,6708.0,India and Pakistan face more US sanctions
1998-11-19,396.0,6708.0,Tight deadlines and data gaps fan fight on pesticide safety
1998-11-19,396.0,6708.0,News in Brief
1998-11-19,396.0,6708.0,Clear need to act on global warming
1998-11-19,396.0,6708.0,Region-based citation bias in science
1998-11-19,396.0,6708.0,Subtle error on sea floor
1998-11-19,396.0,6708.0,The greening of the green revolution
1998-11-19,396.0,6708.0,Earth science:  Prospecting for hotspot roots
1998-11-19,396.0,6708.0,Vascular biology:  Old-timer makes a comeback
1998-11-19,396.0,6708.0,100 and 50 years ago
1998-11-19,396.0,6708.0,Biogeography:  Competition exposed by knight?
1998-11-19,396.0,6708.0,Photonics:  An atomic dimmer switch
1998-11-19,396.0,6708.0,Developmental neurobiology:  First class way to develop a brain
1998-11-19,396.0,6708.0,Photosynthesis:  A crystal clear view
1998-11-19,396.0,6708.0,Atmospheric chemistry:  Shipping forecast is partly cloudy
1998-11-19,396.0,6708.0,Daedalus:  Fossil knowledge
1998-11-19,396.0,6708.0,Merian's metamorphoses
1998-11-19,396.0,6708.0,Clostridium used in mediaeval dyeing
1998-11-19,396.0,6708.0,Scale of mast-seeding and tree-ring growth
1998-11-19,396.0,6708.0,Niche adaptation in ocean cyanobacteria
1998-11-19,396.0,6708.0,Why people gesture when they speak
1998-11-19,396.0,6708.0,Careers down the tubes
1998-11-19,396.0,6708.0,As the pigeon flies
1998-11-19,396.0,6708.0,Chips off the old block
1998-11-19,396.0,6708.0,Happy endings?
1998-11-19,396.0,6708.0,Shaping the Earth
1998-11-19,396.0,6708.0,The optical counterparts of -ray bursts
1998-11-19,396.0,6708.0,A meteorite from the Cretaceous/Tertiary boundary
1998-11-19,396.0,6708.0,Coherent quantum control of two-photon transitions by a femtosecond laser pulse
1998-11-19,396.0,6708.0,Observation of a square flux-line lattice in the unconventional superconductor Sr2RuO4
1998-11-19,396.0,6708.0,Surface-promoted replication and exponential amplification of DNA analogues
1998-11-19,396.0,6708.0,Iron acquisition by photosynthetic marine phytoplankton from ingested bacteria
1998-11-19,396.0,6708.0,Seismic evidence that the source of the Iceland hotspot lies at the core–mantle boundary
1998-11-19,396.0,6708.0,Seismic evidence for small-scale dynamics in the lowermost mantle at the root of the Hawaiian hotspot
1998-11-19,396.0,6708.0,Sauropod dinosaur embryos from the Late Cretaceous of Patagonia
1998-11-19,396.0,6708.0,Legume-based cropping systems have reduced carbon and nitrogen losses
1998-11-19,396.0,6708.0,Motion integration in a thalamic visual nucleus
1998-11-19,396.0,6708.0,K+ is an endothelium-derived hyperpolarizing factor in rat arteries
1998-11-19,396.0,6708.0,Fringe is essential for mirror symmetry and morphogenesis in the Drosophila eye
1998-11-19,396.0,6708.0,A dorsal/ventral boundary established by Notch controls growth and polarity in the Drosophila eye
1998-11-19,396.0,6708.0,Energy transduction in the F1 motor of ATP synthase
1998-11-19,396.0,6708.0,Three-dimensional structure of the plant photosystem II reaction centre at 8 Å resolution
1998-11-19,396.0,6708.0,Immunology answers
1998-11-12,396.0,6707.0,Sharing research tools is a tradition worth defending
1998-11-12,396.0,6707.0,Time to lift embryo research ban
1998-11-12,396.0,6707.0,US court backs authors in fight over article reproduction rights
1998-11-12,396.0,6707.0,Lifting the lid on a mediaeval mystery
1998-11-12,396.0,6707.0,UK initiatives aim to boost high-tech investment
1998-11-12,396.0,6707.0,Private observatories seek public funding
1998-11-12,396.0,6707.0,Changes in store for Japan's vet colleges
1998-11-12,396.0,6707.0,Italian charity offers an alternative to the concorsi
1998-11-12,396.0,6707.0,India agrees to conduct AIDS vaccine trials
1998-11-12,396.0,6707.0,NASA is urged to use less home grown technology
1998-11-12,396.0,6707.0,Highbrow 'club' seeks the common touch
1998-11-12,396.0,6707.0,UN climate organization faces criticism
1998-11-12,396.0,6707.0,Breakthrough stirs US embryo debate...
1998-11-12,396.0,6707.0,Company seeks strict controls on access
1998-11-12,396.0,6707.0,...while Europe contemplates funding ban
1998-11-12,396.0,6707.0,Swiss to vote on ban on in vitro fertilization
1998-11-12,396.0,6707.0,news in brief
1998-11-12,396.0,6707.0,Coordinating European public health
1998-11-12,396.0,6707.0,Argentinian science down but not out
1998-11-12,396.0,6707.0,Time to take a healthier view of history
1998-11-12,396.0,6707.0,No rustling at Roslin
1998-11-12,396.0,6707.0,"Rickettsia, typhus and the mitochondrial connection"
1998-11-12,396.0,6707.0,Superconductors:  Mesoscopic magnetism
1998-11-12,396.0,6707.0,Protein transport:  Life and death of a signal peptide
1998-11-12,396.0,6707.0,Chronology:  Friday XIII
1998-11-12,396.0,6707.0,100 and 50 years ago
1998-11-12,396.0,6707.0,Solar physics:  The Sun at small scales
1998-11-12,396.0,6707.0,Developmental genetics:  Too much sex is bad for males
1998-11-12,396.0,6707.0,Daedalus:  Glass is for ever
1998-11-12,396.0,6707.0,Obituary:  Demetrios Papahadjopoulos (1934-98)
1998-11-12,396.0,6707.0,Cell suicide for beginners
1998-11-12,396.0,6707.0,Visible viruses
1998-11-12,396.0,6707.0,Glutamate-receptor genes in plants
1998-11-12,396.0,6707.0,Hotspotting called into question
1998-11-12,396.0,6707.0,Reply:  Hotspotting called into question
1998-11-12,396.0,6707.0,Music training improves verbal memory
1998-11-12,396.0,6707.0,How many more eurekas in the bath?
1998-11-12,396.0,6707.0,Hubble vision
1998-11-12,396.0,6707.0,Governing talk
1998-11-12,396.0,6707.0,Eat or be eaten
1998-11-12,396.0,6707.0,Good in parts
1998-11-12,396.0,6707.0,Written by the right hemisphere
1998-11-12,396.0,6707.0,"The genome sequence of Rickettsia prowazekii and the origin of
mitochondria"
1998-11-12,396.0,6707.0,Discovery of a young nearby supernova remnant
1998-11-12,396.0,6707.0,Emission from 44Ti associated with a previously unknown Galactic supernova
1998-11-12,396.0,6707.0,Paramagnetic Meissner effect in small superconductors
1998-11-12,396.0,6707.0,Phonon density of states and negative thermal expansion in ZrW2O8
1998-11-12,396.0,6707.0,Five parametric resonances in a microelectromechanical system
1998-11-12,396.0,6707.0,Generalized syntheses of large-pore mesoporous metal oxides with semicrystalline frameworks
1998-11-12,396.0,6707.0,Low interannual variability in recent oceanic uptake of atmospheric carbon dioxide
1998-11-12,396.0,6707.0,Seismic and hydrothermal evidence for a cracking event on the East Pacific Rise crest at 9° 50' N
1998-11-12,396.0,6707.0,Navigation through vector addition
1998-11-12,396.0,6707.0,State-dependent receptive-field restructuring in the visual cortex
1998-11-12,396.0,6707.0,The nuclear hormone receptor SEX-1 is an X-chromosome signal that determines nematode sex
1998-11-12,396.0,6707.0,Late embryonic lethality and impaired V (D)J recombination in mice lacking DNA ligase IV
1998-11-12,396.0,6707.0,The murine gene p27Kip1 is haplo-insufficient for tumour suppression
1998-11-12,396.0,6707.0,The protein kinase Pak3 positively regulates Raf-1 activity through phosphorylation of serine 338
